location,height,shoulder,waist,hip,gender,type,code,name,color,description,search,sizing,quantity,satisfaction,price,profit,review,buy
somerset,156.01,16.7,14.2,19,female,dress,dress183,THEA FLUTTER SLEEVE MIDI DRESS ,floral,"Embroidery cotton, Fully lined, Non sheer, No stretch, Concealed back zipper, *Floral placement differs for each piece",,m,4,2,30.9,123.6,"Nice print, not flattering for me",yes
somerset,147.27,0,12.6,18.9,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,2,30.9,0,"Attractive casual pants, nice texture and color",no
somerset,167.41,13.7,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,latte,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,0,5,35.9,0,,no
club street,179.08,0,15.5,20.8,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,0,5,30.9,0,"Cute, but not the length advertised",no
club street,159.85,0,14.7,20.7,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,0,,30.9,0,"Cute shorts, but runs big",no
bugis,150.28,18.2,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,0,4,33.9,0,Subdued sexy,no
somerset,150.5,19.6,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,0,4,33.9,0,,no
somerset,170.95,13.8,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,green,"Soft knit, Stretchable, Functional buttons",,s,3,4,40.9,122.7,Sweet top,yes
somerset,179.56,17.3,14.4,18.9,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,0,5,32.9,0,Poor quality,no
somerset,184.85,15.9,0,0,female,top,top183,CELINE HIGH CUT RIBBED TOP,black,"Cotton Rib, None, Non sheer, Stretchable",,m,3,1,29.9,89.7,What went wrong?,yes
somerset,170.36,13.4,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,beige,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,2,0,35.9,71.8,Light and flowing,yes
bugis,163.12,16.8,14.9,18.7,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,0,4,30.9,0,,no
somerset,176.26,17,14.4,18.5,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,black,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,0,,33.9,0,Chic dress,no
somerset,150.83,0,12.5,18.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,4,3,30.9,123.6,,yes
somerset,169.75,19.4,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,l,0,2,30.9,0,Works for casual and business casual,no
somerset,182.7,0,13,20.7,female,bottom,bottom183,PHOEBE RUCHED BUTTON MIDI SKIRT,blush,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,l,4,3,30.9,123.6,Super flattering,yes
somerset,180.18,0,12.7,18.1,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,1,0,30.9,30.9,,yes
club street,165.69,0,13.6,19.9,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,0,4,30.9,0,Ribbon cinched trousers,yes
somerset,161.79,13.2,0,0,female,top,top183,PHOEBE SWEETHEART BUTTON TOP (SLEEVE),pink,"Polyester, Fully lined bodice, Non sheer , Slight stretch, Concealed back zipper, Non functional buttons",,s,0,4,24.9,0,Lovely and fun to wear,no
somerset,163.92,14.5,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,0,2,31.9,0,True to size and reversible,no
somerset,162.41,0,12.2,18.1,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,1,30.9,0,Orange is too cute!,no
somerset,179.52,17.1,14.8,18.6,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,3,1,29.9,89.7,A little itchy for me,yes
bugis,172.49,18.8,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,m,2,2,30.9,61.8,Wardrobe must,yes
somerset,167.12,18.6,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,m,0,,35.9,0,"Oh dear, no!",no
somerset,159.02,0,12.8,19.7,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,2,1,30.9,61.8,Great camo pant!,yes
bugis,160.87,0,14.2,20.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,0,2,30.9,0,A little thinner than expected,no
somerset,177.9,0,12.4,18.8,female,bottom,bottom183,AUBREY PIPED SHORTS,latte,"Polyester Blend, Fully Lined, Non sheer, Slight Stretch, Functional pockets, Functional clasp, Functional zipper",,s,2,5,30.9,61.8,Tts but long,yes
somerset,175.09,16.6,14.4,18.8,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,0,2,30.9,0,Work or play!,no
somerset,175.37,17.3,15,19.3,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,0,3,29.9,0,,no
somerset,170.05,17,14.3,19,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,0,,30.9,0,Huge,no
somerset,150.75,16.6,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,white,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,l,2,1,30.9,61.8,Summer plaid,yes
somerset,170.69,14.4,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,grey,"Cotton jersery, slight stretch, Non sheer",,s,1,5,35.9,35.9,Pretty design but not the best quality,yes
somerset,174.14,19.4,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,l,0,3,33.9,0,Order a size down,no
club street,174.5,0,12.2,18.9,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,4,2,30.9,123.6,Great for around the house but nothing else,yes
somerset,150.66,13.6,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,0,2,31.9,0,,no
somerset,182.73,15.8,13.7,18.1,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,s,0,1,29.9,0,,no
somerset,159.94,0,16.3,21.7,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,l,0,5,30.9,0,Best jeans ever,yes
bugis,167.22,17.1,14.5,18.5,female,dress,dress183,JASMINE RUFFLES FLORAL TIE-STRING SLIT MAXI DRESS,floral,"Made From Polyester Blend Material, Back Zipper, Slightly Stretchable Straps, ",,m,0,0,45.9,0,Best. dress. ever.,no
bugis,157.03,13.1,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,pink,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,0,3,30.9,0,,no
somerset,165.87,0,15.6,20.7,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,0,0,30.9,0,,no
club street,147.32,18.8,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,m,0,4,35.9,0,Pretty top,yes
club street,170.79,16.7,14.6,19.3,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,5,34.9,0,Average,no
somerset,170.56,0,13.5,20.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,0,4,30.9,0,Wear for years to come,no
club street,172.35,15.8,0,0,female,top,top183,PHOEBE SWEETHEART BUTTON TOP (SLEEVE),pink,"Polyester, Fully lined bodice, Non sheer , Slight stretch, Concealed back zipper, Non functional buttons",,m,0,1,24.9,0,Gorgeous.,no
somerset,168.66,0,12.4,19.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,2,4,30.9,61.8,Cute and comfy!,yes
somerset,174.39,0,12.1,19.4,female,bottom,bottom183,HARRIET PIPED CULOTTES,black,"Synthetic Cotton Blend, Fully Lined, Non sheer, Slight Stretch, Functional pockets, Functional clasp, Functional zipper",HARRIE,m,3,5,35.9,107.7,Great jeans,yes
club street,153.91,0,12.5,18.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,5,30.9,0,Romper rules,yes
somerset,171.44,14.1,13.1,17.5,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,mocha,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,s,0,4,29.9,0,Love this dress,yes
somerset,152.73,17.2,14.2,19.4,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,brown,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,1,1,33.9,33.9,Size up if busty,yes
bugis,168.45,17.1,14.1,18.9,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,brown,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,0,1,32.9,0,"Simple, well-made dress, but needs a slip",no
somerset,168.83,16.6,14.1,18.6,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,0,2,30.9,0,The lady dress,no
club street,161.73,14.3,0,0,female,top,top183,CELINE HIGH CUT RIBBED TOP,black,"Cotton Rib, None, Non sheer, Stretchable",,s,0,2,29.9,0,Love the top!,no
somerset,155.9,0,12.6,18.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,4,,30.9,123.6,,yes
somerset,167.39,0,12.3,18.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",skorts,s,0,,30.9,0,Not as pictured,no
club street,179.77,18.3,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,m,3,3,30.9,92.7,On its way back to retailer,yes
somerset,171.68,0,15.3,21.9,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,brown,"Polyester, Fake Pockets, Non-Stretchable",,l,1,1,30.9,30.9,"Kinda cute, but elastic too tight around the legs",yes
club street,157.91,0,15.6,20.7,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,0,0,30.9,0,Exceeded my expectations,no
club street,158.63,16.9,14.3,19,female,dress,dress183,THEA FLUTTER SLEEVE MIDI DRESS ,floral,"Embroidery cotton, Fully lined, Non sheer, No stretch, Concealed back zipper, *Floral placement differs for each piece",,m,0,2,30.9,0,Interesting but awkward to actually wear,no
somerset,174.67,0,12.6,19.1,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,m,0,5,30.9,0,My favorite new item for spring/summer!,no
somerset,169.39,0,13.6,19.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,1,1,30.9,30.9,My new go to jeans,yes
somerset,148.04,14.3,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,grey,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,0,5,35.9,0,This is a lovely top when sized correctly.,no
somerset,177.14,18.7,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,m,2,5,30.9,61.8,,yes
somerset,167.58,13.7,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,brown,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",boxy,s,0,1,35.9,0,,no
somerset,150.52,16.6,14.4,19.1,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,brown,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,0,5,32.9,0,Small,no
somerset,147.27,0,14.2,20.9,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,l,0,2,30.9,0,"Pretty, but extremely thin",no
somerset,170.37,0,13,20.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,1,3,30.9,30.9,,yes
somerset,183.42,17,14.5,19,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,4,3,29.9,119.6,Completely see-through!,yes
somerset,156.7,19.6,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,l,0,5,30.9,0,Exceeded expectations,no
somerset,154.18,0,15.4,20.6,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,brown,"Polyester, Fake Pockets, Non-Stretchable",,m,2,5,30.9,61.8,Cute but stretched out in minutes,yes
somerset,171.16,13.3,0,0,female,top,top183,PHOEBE SWEETHEART BUTTON TOP (SLEEVE),pink,"Polyester, Fully lined bodice, Non sheer , Slight stretch, Concealed back zipper, Non functional buttons",,s,0,5,24.9,0,Very blousy but still cute,yes
bugis,181.15,0,12.4,18.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,1,30.9,0,Love it but....,no
bugis,181.01,14.3,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,grey,"Cotton jersery, slight stretch, Non sheer",,s,0,4,35.9,0,,no
somerset,168.93,0,12.6,18.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,2,5,30.9,61.8,Great wardrobe basic,yes
bugis,183.67,18.4,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,m,0,5,30.9,0,Gorgeous and unique,no
somerset,145.83,0,13.3,20.3,female,bottom,bottom183,HARRIET PIPED CULOTTES,brown,"Synthetic Cotton Blend, Fully Lined, Non sheer, Slight Stretch, Functional pockets, Functional clasp, Functional zipper",,l,4,5,35.9,143.6,Love these pants!,yes
somerset,145.06,0,13.9,19.5,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,light denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,s,2,4,40.9,81.8,,yes
somerset,167.65,13.4,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,0,,31.9,0,Beautiful but very fragile,no
somerset,162.97,0,13.9,20.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,l,0,5,30.9,0,Get this pants stat!,no
bugis,153.67,0,15.4,21.5,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,black,"Polyester, Fake Pockets, Non-Stretchable",,l,0,3,30.9,0,Love love love!,no
somerset,149.91,0,13.3,20.7,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,3,3,30.9,92.7,Cargo pants with style and comfort!,yes
bugis,149.58,14.4,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,gingham,"Cotton jersery, slight stretch, Non sheer",,s,3,3,35.9,107.7,Runs huge,yes
bugis,158.81,0,12.4,18.9,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,3,30.9,0,Cool fabric,no
somerset,179.88,18.8,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,m,0,2,30.9,0,Beautiful and comfortable,no
somerset,172.37,17.2,12.4,17.7,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,seafoam,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,0,2,33.9,0,So soft and comfortable!,no
club street,177.09,0,12.5,18.7,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,1,2,30.9,30.9,Beautiful pants that are way too big!,yes
somerset,182.15,17.1,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,s,2,,35.9,71.8,Pretty top,yes
somerset,161.21,19.5,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,l,0,5,30.9,0,Cute blouse,no
club street,164.3,15.8,13,18.4,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,s,0,4,30.9,0,Classic,no
club street,145.22,0,13.9,20.6,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,0,5,30.9,0,,no
somerset,170.67,0,12.5,18.7,female,bottom,bottom183,AUBREY PIPED SHORTS,latte,"Polyester Blend, Fully Lined, Non sheer, Slight Stretch, Functional pockets, Functional clasp, Functional zipper",,s,0,2,30.9,0,Versatile,no
somerset,164.97,16.6,14.1,18.6,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,brown,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,0,2,33.9,0,Great dress!,yes
club street,157.44,15.7,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,m,0,4,31.9,0,"Scratchy, uncomfortable top",yes
club street,162.3,17,14.8,19,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,4,4,30.9,123.6,Gorgeous,yes
somerset,175.36,13.4,0,0,female,top,top183,PHOEBE SWEETHEART BUTTON TOP (SLEEVE),beige,"Polyester, Fully lined bodice, Non sheer , Slight stretch, Concealed back zipper, Non functional buttons",,s,1,2,24.9,24.9,Got the last one !,yes
somerset,166.5,14.6,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,beige,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,4,2,35.9,143.6,Beautiful top!,yes
somerset,166.02,14,0,0,female,top,top183,CELINE HIGH CUT RIBBED TOP,black,"Cotton Rib, None, Non sheer, Stretchable",,s,0,0,29.9,0,Really cute top,no
somerset,153.12,0,15.7,20.6,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,light denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,m,2,1,40.9,81.8,Super soft but stretch,yes
somerset,148.26,17.2,14.2,20.1,female,dress,dress183,JASMINE RUFFLES FLORAL TIE-STRING SLIT MAXI DRESS,floral,"Made From Polyester Blend Material, Back Zipper, Slightly Stretchable Straps, ",,l,0,4,45.9,0,Fun comfortable dress,no
somerset,147.63,14.1,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,blue,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,2,4,30.9,61.8,"Love, love, love it!",yes
bugis,169.59,0,12.6,18.1,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,2,30.9,0,,no
club street,154.89,0,17,21.3,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,l,0,4,30.9,0,They shrink - but here's the fix!,no
club street,149.89,0,12,18.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,3,30.9,0,"Comfy, summery",no
somerset,184.69,17.2,14.2,18.7,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,0,4,29.9,0,,no
somerset,162.22,0,14.4,19.1,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,s,2,3,30.9,61.8,Too baggy in the top,yes
somerset,171.77,15.8,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,white,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,m,2,1,33.9,67.8,Xs is still too big :(,yes
club street,154.74,16.9,14.8,18.8,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,mocha,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,3,,29.9,89.7,,yes
somerset,157.19,14.5,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,beige,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,3,4,35.9,107.7,Beautiful details!,yes
